epoch,hp_metric,loss,step,val_loss
,30.16944122314453,,0,
0,,-6.111642360687256,49,
0,,-5.035769462585449,99,
0,,-7.7244391441345215,149,
0,,-9.842037200927734,199,
0,,-5.27982759475708,249,
0,,-8.052745819091797,299,
0,,-11.252367973327637,349,
0,,-5.407969951629639,399,
0,,-7.5238165855407715,449,
0,,-8.228609085083008,499,
0,,-10.6793212890625,549,
0,,-13.286247253417969,599,
0,,-10.041112899780273,649,
0,,-9.506050109863281,699,
0,,-10.390207290649414,749,
0,,-6.3152008056640625,799,
0,,-13.222076416015625,849,
0,,-10.956855773925781,899,
0,,-12.277536392211914,949,
0,,-8.96107292175293,999,
0,,-11.772693634033203,1049,
0,,-15.962798118591309,1099,
0,,-11.594718933105469,1149,
0,,-9.072084426879883,1199,
0,,-12.328329086303711,1249,
0,,-13.372304916381836,1299,
0,,-18.270605087280273,1349,
0,,-11.338363647460938,1399,
0,,-10.312585830688477,1449,
0,,-8.104865074157715,1499,
0,,-13.774798393249512,1549,
0,,-14.462176322937012,1599,
0,,-11.635760307312012,1649,
0,,-14.122871398925781,1699,
0,,-13.703608512878418,1749,
0,,-14.654989242553711,1799,
0,,-14.993372917175293,1849,
0,,-10.22607707977295,1899,
0,,-9.428812980651855,1949,
0,,-14.66913890838623,1999,
0,,-14.351954460144043,2049,
0,,-14.423728942871094,2099,
0,,-14.684370040893555,2149,
0,,-15.25459098815918,2199,
0,,-16.66217803955078,2249,
,-12.165142059326172,,2250,
0,,,2249,-12.165142059326172
1,,-16.998680114746094,2299,
1,,-13.01840591430664,2349,
1,,-12.80156135559082,2399,
1,,-8.650032043457031,2449,
1,,-13.676440238952637,2499,
1,,-15.094828605651855,2549,
1,,-14.543050765991211,2599,
1,,-11.999406814575195,2649,
1,,-17.3783016204834,2699,
1,,-14.487457275390625,2749,
1,,-13.3789701461792,2799,
1,,-17.6090087890625,2849,
1,,-11.836511611938477,2899,
1,,-13.489677429199219,2949,
1,,-14.072355270385742,2999,
1,,-14.589811325073242,3049,
1,,-11.922506332397461,3099,
1,,-12.85135555267334,3149,
1,,-8.845823287963867,3199,
1,,-14.966026306152344,3249,
1,,-18.586397171020508,3299,
1,,-17.670888900756836,3349,
1,,-15.534079551696777,3399,
1,,-13.744926452636719,3449,
1,,-14.467120170593262,3499,
1,,-16.072227478027344,3549,
1,,-10.831230163574219,3599,
1,,-11.365036010742188,3649,
1,,-16.179758071899414,3699,
1,,-13.001235008239746,3749,
1,,-12.463160514831543,3799,
1,,-11.202089309692383,3849,
1,,-14.264785766601562,3899,
1,,-10.939737319946289,3949,
1,,-10.957305908203125,3999,
1,,-16.144845962524414,4049,
1,,-15.925871849060059,4099,
1,,-16.642629623413086,4149,
1,,-14.754664421081543,4199,
1,,-12.995382308959961,4249,
1,,-17.25416374206543,4299,
1,,-17.21407699584961,4349,
1,,-18.222822189331055,4399,
1,,-11.280609130859375,4449,
1,,-12.1548490524292,4499,
,-13.627370834350586,,4500,
1,,,4499,-13.627370834350586
2,,-12.215988159179688,4549,
2,,-0.7973359823226929,4599,
2,,-15.884718894958496,4649,
2,,-15.631399154663086,4699,
2,,-15.29434871673584,4749,
2,,-12.160578727722168,4799,
2,,-15.644285202026367,4849,
2,,-15.533475875854492,4899,
2,,-15.757255554199219,4949,
2,,-16.17987823486328,4999,
2,,-4.130267143249512,5049,
2,,-17.633785247802734,5099,
2,,-12.12371826171875,5149,
2,,-6.091133117675781,5199,
2,,-16.555561065673828,5249,
2,,-14.809053421020508,5299,
2,,-15.106229782104492,5349,
2,,-11.455093383789062,5399,
2,,-14.021095275878906,5449,
2,,-10.02477741241455,5499,
2,,-16.413511276245117,5549,
2,,-9.908456802368164,5599,
2,,-19.13870620727539,5649,
2,,-17.41592025756836,5699,
2,,-9.120792388916016,5749,
2,,-13.644911766052246,5799,
2,,-14.264025688171387,5849,
2,,-16.025920867919922,5899,
2,,-12.499082565307617,5949,
2,,-18.708343505859375,5999,
2,,-15.409391403198242,6049,
2,,-12.951536178588867,6099,
2,,-14.624271392822266,6149,
2,,-13.555224418640137,6199,
2,,-15.845499038696289,6249,
2,,-15.271490097045898,6299,
2,,-15.12116813659668,6349,
2,,-14.093118667602539,6399,
2,,-12.840239524841309,6449,
2,,-8.908281326293945,6499,
2,,-15.38960075378418,6549,
2,,-16.14011573791504,6599,
2,,-19.417234420776367,6649,
2,,-12.910979270935059,6699,
2,,-12.759661674499512,6749,
,-13.492953300476074,,6750,
2,,,6749,-13.492953300476074
3,,-11.686457633972168,6799,
3,,-13.230979919433594,6849,
3,,-11.257193565368652,6899,
3,,-11.808477401733398,6949,
3,,-17.450960159301758,6999,
3,,-13.901724815368652,7049,
3,,-15.75837230682373,7099,
3,,-17.56493377685547,7149,
3,,-17.737924575805664,7199,
3,,-16.695873260498047,7249,
3,,-15.9771146774292,7299,
3,,-14.271736145019531,7349,
3,,-13.750282287597656,7399,
3,,-14.755534172058105,7449,
3,,-17.16585922241211,7499,
3,,-14.909083366394043,7549,
3,,-11.612092971801758,7599,
3,,-11.945700645446777,7649,
3,,-15.616586685180664,7699,
3,,-10.898300170898438,7749,
3,,-18.070884704589844,7799,
3,,-7.051332473754883,7849,
3,,-17.02245330810547,7899,
3,,-13.700732231140137,7949,
3,,-18.354522705078125,7999,
3,,-18.521230697631836,8049,
3,,-15.574090957641602,8099,
3,,-15.375282287597656,8149,
3,,-17.726720809936523,8199,
3,,-16.7432861328125,8249,
3,,-13.469419479370117,8299,
3,,-16.894062042236328,8349,
3,,-16.580976486206055,8399,
3,,-14.624926567077637,8449,
3,,-14.127534866333008,8499,
3,,-11.63547134399414,8549,
3,,-13.731898307800293,8599,
3,,-16.077470779418945,8649,
3,,-14.063390731811523,8699,
3,,-15.290255546569824,8749,
3,,-13.083250045776367,8799,
3,,-17.200923919677734,8849,
3,,-18.733238220214844,8899,
3,,-15.212381362915039,8949,
3,,-13.751952171325684,8999,
,-14.264869689941406,,9000,
3,,,8999,-14.264869689941406
4,,-15.75446605682373,9049,
4,,-12.553106307983398,9099,
4,,-11.350713729858398,9149,
4,,-13.207633018493652,9199,
4,,-11.762521743774414,9249,
4,,-18.063709259033203,9299,
4,,-12.679221153259277,9349,
4,,-16.266464233398438,9399,
4,,-17.210525512695312,9449,
4,,-11.689170837402344,9499,
4,,-14.221611022949219,9549,
4,,-3.3049559593200684,9599,
4,,-16.38869857788086,9649,
4,,-9.751930236816406,9699,
4,,-17.358203887939453,9749,
4,,-15.601774215698242,9799,
4,,-16.997615814208984,9849,
4,,-13.007329940795898,9899,
4,,-17.059555053710938,9949,
4,,-13.271994590759277,9999,
4,,-21.64501190185547,10049,
4,,-18.013675689697266,10099,
4,,-13.273214340209961,10149,
4,,-15.387212753295898,10199,
4,,-15.704788208007812,10249,
4,,-13.478120803833008,10299,
4,,-16.594757080078125,10349,
4,,-13.882426261901855,10399,
4,,-16.666709899902344,10449,
4,,-12.918975830078125,10499,
4,,-14.273366928100586,10549,
4,,-14.399869918823242,10599,
4,,-15.885467529296875,10649,
4,,-13.276815414428711,10699,
4,,-15.54862117767334,10749,
4,,-16.162071228027344,10799,
4,,-15.968493461608887,10849,
4,,-18.295734405517578,10899,
4,,-14.103938102722168,10949,
4,,-10.091294288635254,10999,
4,,-16.83712387084961,11049,
4,,-14.507759094238281,11099,
4,,-14.214157104492188,11149,
4,,-13.936111450195312,11199,
4,,-14.818801879882812,11249,
,-14.37822151184082,,11250,
4,,,11249,-14.37822151184082
5,,-15.900520324707031,11299,
5,,-14.499738693237305,11349,
5,,-17.665613174438477,11399,
5,,-16.90787124633789,11449,
5,,-17.499359130859375,11499,
5,,-11.727335929870605,11549,
5,,-17.40730857849121,11599,
5,,-11.810544967651367,11649,
5,,-12.658625602722168,11699,
5,,-12.289999961853027,11749,
5,,-17.114036560058594,11799,
5,,-15.529106140136719,11849,
5,,-14.733907699584961,11899,
5,,-12.89936637878418,11949,
5,,-18.118305206298828,11999,
5,,-21.571483612060547,12049,
5,,-13.604914665222168,12099,
5,,-12.086230278015137,12149,
5,,-14.906143188476562,12199,
5,,-15.159022331237793,12249,
5,,-15.921626091003418,12299,
5,,-16.93868637084961,12349,
5,,-15.64569091796875,12399,
5,,-17.70424461364746,12449,
5,,-13.743265151977539,12499,
5,,-13.7130765914917,12549,
5,,-11.826129913330078,12599,
5,,-12.044502258300781,12649,
5,,-15.305757522583008,12699,
5,,-14.113616943359375,12749,
5,,-15.563896179199219,12799,
5,,-13.678207397460938,12849,
5,,-15.624285697937012,12899,
5,,-13.796407699584961,12949,
5,,-16.203567504882812,12999,
5,,-16.28860855102539,13049,
5,,-15.489635467529297,13099,
5,,-14.126840591430664,13149,
5,,-10.525875091552734,13199,
5,,-12.800180435180664,13249,
5,,-15.76624584197998,13299,
5,,-12.690481185913086,13349,
5,,-13.309776306152344,13399,
5,,-12.563314437866211,13449,
5,,-13.709953308105469,13499,
,-14.744233131408691,,13500,
5,,,13499,-14.744233131408691
6,,-14.58814811706543,13549,
6,,-15.797065734863281,13599,
6,,-13.489521026611328,13649,
6,,-12.42054557800293,13699,
6,,-15.371623992919922,13749,
6,,-18.61508560180664,13799,
6,,-13.734832763671875,13849,
6,,-19.155223846435547,13899,
6,,-16.310489654541016,13949,
6,,-13.868520736694336,13999,
6,,-13.515722274780273,14049,
6,,-12.582603454589844,14099,
6,,-14.699851036071777,14149,
6,,-10.568693161010742,14199,
6,,-12.735540390014648,14249,
6,,-10.28404426574707,14299,
6,,-15.182409286499023,14349,
6,,-16.85170555114746,14399,
6,,-18.970458984375,14449,
6,,-18.541118621826172,14499,
6,,-13.137560844421387,14549,
6,,-18.407726287841797,14599,
6,,-17.223901748657227,14649,
6,,-15.10386848449707,14699,
6,,-19.011005401611328,14749,
6,,-17.269393920898438,14799,
6,,-15.134242057800293,14849,
6,,-10.424515724182129,14899,
6,,-12.17774772644043,14949,
6,,-16.572240829467773,14999,
6,,-17.312870025634766,15049,
6,,-16.21511459350586,15099,
6,,-11.918299674987793,15149,
6,,-13.13156509399414,15199,
6,,-17.871417999267578,15249,
6,,-17.4471492767334,15299,
6,,-16.747051239013672,15349,
6,,-17.34474754333496,15399,
6,,-10.166597366333008,15449,
6,,-15.777891159057617,15499,
6,,-12.211002349853516,15549,
6,,-10.955429077148438,15599,
6,,-16.93263816833496,15649,
6,,-16.571151733398438,15699,
6,,-14.861579895019531,15749,
,-12.558391571044922,,15750,
6,,,15749,-12.558391571044922
7,,-10.502945899963379,15799,
7,,-12.712614059448242,15849,
7,,-15.643671989440918,15899,
7,,-19.059831619262695,15949,
7,,-14.451200485229492,15999,
7,,-19.39828872680664,16049,
7,,-18.136533737182617,16099,
7,,-12.486343383789062,16149,
7,,-18.479154586791992,16199,
7,,-12.083410263061523,16249,
7,,-12.072344779968262,16299,
7,,-12.470287322998047,16349,
7,,-5.682823181152344,16399,
7,,-16.69149398803711,16449,
7,,-17.565475463867188,16499,
7,,-18.35726547241211,16549,
7,,-13.084200859069824,16599,
7,,-14.773653030395508,16649,
7,,-14.603775024414062,16699,
7,,-9.171605110168457,16749,
7,,-10.66736125946045,16799,
7,,-19.01224136352539,16849,
7,,-17.490520477294922,16899,
7,,-19.469078063964844,16949,
7,,-15.41731071472168,16999,
7,,-17.974990844726562,17049,
7,,-14.627573013305664,17099,
7,,-13.21082878112793,17149,
7,,-15.076398849487305,17199,
7,,-19.007587432861328,17249,
7,,-11.72431468963623,17299,
7,,-6.7206854820251465,17349,
7,,-15.052562713623047,17399,
7,,-10.953878402709961,17449,
7,,-16.953502655029297,17499,
7,,-13.252311706542969,17549,
7,,-16.642379760742188,17599,
7,,-10.747931480407715,17649,
7,,-16.6027774810791,17699,
7,,-15.879676818847656,17749,
7,,-16.884803771972656,17799,
7,,-17.413970947265625,17849,
7,,-16.25250244140625,17899,
7,,-18.3748836517334,17949,
7,,-11.152052879333496,17999,
,-14.513833045959473,,18000,
7,,,17999,-14.513833045959473
8,,-13.614039421081543,18049,
8,,-13.234016418457031,18099,
8,,-15.413145065307617,18149,
8,,-8.178327560424805,18199,
8,,-15.199132919311523,18249,
8,,-20.406246185302734,18299,
8,,-15.297758102416992,18349,
8,,-15.90869140625,18399,
8,,-13.474344253540039,18449,
8,,-11.789634704589844,18499,
8,,-13.670583724975586,18549,
8,,-19.674291610717773,18599,
8,,-17.527969360351562,18649,
8,,-16.082229614257812,18699,
8,,-15.599798202514648,18749,
8,,-15.560564041137695,18799,
8,,-13.650080680847168,18849,
8,,-20.359691619873047,18899,
8,,-17.559654235839844,18949,
8,,-17.3868350982666,18999,
8,,-9.736987113952637,19049,
8,,-18.736684799194336,19099,
8,,-15.463605880737305,19149,
8,,-12.947458267211914,19199,
8,,-13.414936065673828,19249,
8,,-15.668009757995605,19299,
8,,-12.784621238708496,19349,
8,,-14.615531921386719,19399,
8,,-15.337757110595703,19449,
8,,-14.93818187713623,19499,
8,,-14.863521575927734,19549,
8,,-19.193218231201172,19599,
8,,-14.483134269714355,19649,
8,,-18.273799896240234,19699,
8,,-14.726175308227539,19749,
8,,-17.394241333007812,19799,
8,,-12.069503784179688,19849,
8,,-16.444259643554688,19899,
8,,-12.183727264404297,19949,
8,,-15.726661682128906,19999,
8,,-18.60753631591797,20049,
8,,-12.781639099121094,20099,
8,,-18.246109008789062,20149,
8,,-17.347824096679688,20199,
8,,-14.409616470336914,20249,
,-14.425224304199219,,20250,
8,,,20249,-14.425224304199219
9,,-15.501951217651367,20299,
9,,-16.704679489135742,20349,
9,,-9.520869255065918,20399,
9,,-18.65007209777832,20449,
9,,-20.17181396484375,20499,
9,,-12.717689514160156,20549,
9,,-13.783549308776855,20599,
9,,-15.978301048278809,20649,
9,,-14.52291488647461,20699,
9,,-13.934759140014648,20749,
9,,-17.320831298828125,20799,
9,,-19.176557540893555,20849,
9,,-16.14116668701172,20899,
9,,-15.313709259033203,20949,
9,,-15.805694580078125,20999,
9,,-15.155386924743652,21049,
9,,-18.13067626953125,21099,
9,,-16.6931095123291,21149,
9,,-16.766860961914062,21199,
9,,-19.503408432006836,21249,
9,,-14.188276290893555,21299,
9,,-19.653175354003906,21349,
9,,-17.105873107910156,21399,
9,,-16.14344596862793,21449,
9,,-17.45020294189453,21499,
9,,-10.082332611083984,21549,
9,,-20.145305633544922,21599,
9,,-13.024886131286621,21649,
9,,-14.946867942810059,21699,
9,,-16.537487030029297,21749,
9,,-12.304658889770508,21799,
9,,-15.593942642211914,21849,
9,,-7.750730037689209,21899,
9,,-17.911985397338867,21949,
9,,-14.629488945007324,21999,
9,,-15.712790489196777,22049,
9,,-11.613153457641602,22099,
9,,-13.775583267211914,22149,
9,,-11.8923978805542,22199,
9,,-17.304122924804688,22249,
9,,-18.868717193603516,22299,
9,,-16.557247161865234,22349,
9,,-15.421255111694336,22399,
9,,-13.649053573608398,22449,
9,,-15.392683029174805,22499,
,-13.158463478088379,,22500,
9,,,22499,-13.158463478088379
10,,-13.864531517028809,22549,
10,,-16.695850372314453,22599,
10,,-14.402857780456543,22649,
10,,-11.669815063476562,22699,
10,,-13.884374618530273,22749,
10,,-15.498839378356934,22799,
10,,-13.871390342712402,22849,
10,,-15.05079460144043,22899,
10,,-19.95196533203125,22949,
10,,-16.753787994384766,22999,
10,,-15.794332504272461,23049,
10,,-13.910269737243652,23099,
10,,-17.22740936279297,23149,
10,,-16.20626449584961,23199,
10,,-17.730043411254883,23249,
10,,-17.214237213134766,23299,
10,,-20.9483642578125,23349,
10,,-9.888006210327148,23399,
10,,-15.939508438110352,23449,
10,,-18.363874435424805,23499,
10,,-14.959517478942871,23549,
10,,-18.189708709716797,23599,
10,,-17.262645721435547,23649,
10,,-18.537338256835938,23699,
10,,-16.895973205566406,23749,
10,,-18.6462459564209,23799,
10,,-16.2564754486084,23849,
10,,-11.607597351074219,23899,
10,,-18.40284538269043,23949,
10,,-16.572463989257812,23999,
10,,-18.36705780029297,24049,
10,,-15.933276176452637,24099,
10,,-15.947196960449219,24149,
10,,-14.129562377929688,24199,
10,,-16.240249633789062,24249,
10,,-16.25366973876953,24299,
10,,-15.632243156433105,24349,
10,,-14.72113037109375,24399,
10,,-16.856605529785156,24449,
10,,-15.141319274902344,24499,
10,,-17.827848434448242,24549,
10,,-13.1668119430542,24599,
10,,-13.783934593200684,24649,
10,,-16.561229705810547,24699,
10,,-11.143228530883789,24749,
,-15.838105201721191,,24750,
10,,,24749,-15.838105201721191
11,,-17.216581344604492,24799,
11,,-16.544757843017578,24849,
11,,-18.13408088684082,24899,
11,,-13.019495964050293,24949,
11,,-15.587690353393555,24999,
11,,-17.94015121459961,25049,
11,,-16.504840850830078,25099,
11,,-15.64023208618164,25149,
11,,-18.25886344909668,25199,
11,,-14.99262809753418,25249,
11,,-19.1297550201416,25299,
11,,-15.706504821777344,25349,
11,,-15.30732250213623,25399,
11,,-15.589004516601562,25449,
11,,-15.154719352722168,25499,
11,,-19.601245880126953,25549,
11,,-14.859527587890625,25599,
11,,-13.756694793701172,25649,
11,,-15.617019653320312,25699,
11,,-18.71731185913086,25749,
11,,-13.26843547821045,25799,
11,,-17.655508041381836,25849,
11,,-19.938350677490234,25899,
11,,-18.682357788085938,25949,
11,,-12.848376274108887,25999,
11,,-18.494306564331055,26049,
11,,-20.699790954589844,26099,
11,,-16.851581573486328,26149,
11,,-7.119630336761475,26199,
11,,-12.56353759765625,26249,
11,,-19.380474090576172,26299,
11,,-17.491458892822266,26349,
11,,-17.471296310424805,26399,
11,,-17.03493309020996,26449,
11,,-15.006911277770996,26499,
11,,-17.80107879638672,26549,
11,,-12.774921417236328,26599,
11,,-19.880847930908203,26649,
11,,-13.52459716796875,26699,
11,,-18.050655364990234,26749,
11,,-20.695842742919922,26799,
11,,-9.684860229492188,26849,
11,,-16.387958526611328,26899,
11,,-18.565364837646484,26949,
11,,-14.227605819702148,26999,
,-15.910654067993164,,27000,
11,,,26999,-15.910654067993164
12,,-17.671659469604492,27049,
12,,-17.775360107421875,27099,
12,,-15.703092575073242,27149,
12,,-13.995448112487793,27199,
12,,-18.230764389038086,27249,
12,,-17.875164031982422,27299,
12,,-15.19593620300293,27349,
12,,-16.487342834472656,27399,
12,,-14.388278007507324,27449,
12,,-18.83609962463379,27499,
12,,-16.497310638427734,27549,
12,,-21.636394500732422,27599,
12,,-16.055606842041016,27649,
12,,-17.5185489654541,27699,
12,,-16.688392639160156,27749,
12,,-17.37041664123535,27799,
12,,-18.86440086364746,27849,
12,,-14.195133209228516,27899,
12,,-22.186325073242188,27949,
12,,-18.637771606445312,27999,
12,,-15.309866905212402,28049,
12,,-16.022287368774414,28099,
12,,-17.08272933959961,28149,
12,,-16.194591522216797,28199,
12,,-16.950790405273438,28249,
12,,-14.771415710449219,28299,
12,,-14.852691650390625,28349,
12,,-15.503726959228516,28399,
12,,-19.861711502075195,28449,
12,,-12.925196647644043,28499,
12,,-19.047500610351562,28549,
12,,-16.166004180908203,28599,
12,,-12.486467361450195,28649,
12,,-12.62863540649414,28699,
12,,-14.190475463867188,28749,
12,,-12.737971305847168,28799,
12,,-20.33228302001953,28849,
12,,-14.641959190368652,28899,
12,,-18.407821655273438,28949,
12,,-21.00118064880371,28999,
12,,-13.329721450805664,29049,
12,,-16.169715881347656,29099,
12,,-15.984800338745117,29149,
12,,-19.018901824951172,29199,
12,,-12.04393196105957,29249,
,-15.852001190185547,,29250,
12,,,29249,-15.852001190185547
13,,-20.478565216064453,29299,
13,,-18.807418823242188,29349,
13,,-14.065437316894531,29399,
13,,-18.148630142211914,29449,
13,,-12.313036918640137,29499,
13,,-19.11741065979004,29549,
13,,-15.257793426513672,29599,
13,,-15.896078109741211,29649,
13,,-16.18674087524414,29699,
13,,-20.017276763916016,29749,
13,,-15.008907318115234,29799,
13,,-17.483613967895508,29849,
13,,-18.992956161499023,29899,
13,,-19.18444061279297,29949,
13,,-15.493060111999512,29999,
13,,-13.883101463317871,30049,
13,,-17.225719451904297,30099,
13,,-19.63603973388672,30149,
13,,-14.136317253112793,30199,
13,,-16.56365203857422,30249,
13,,-14.640830993652344,30299,
13,,-19.254634857177734,30349,
13,,-16.05742835998535,30399,
13,,-14.526283264160156,30449,
13,,-20.43854331970215,30499,
13,,-18.728933334350586,30549,
13,,-11.801708221435547,30599,
13,,-18.232711791992188,30649,
13,,-15.88272476196289,30699,
13,,-16.18023681640625,30749,
13,,-14.515775680541992,30799,
13,,-15.114540100097656,30849,
13,,-17.06539535522461,30899,
13,,-13.284074783325195,30949,
13,,-18.26274299621582,30999,
13,,-22.66370391845703,31049,
13,,-17.397930145263672,31099,
13,,-16.249086380004883,31149,
13,,-13.387568473815918,31199,
13,,-15.823184967041016,31249,
13,,-15.23737621307373,31299,
13,,-18.71114158630371,31349,
13,,-19.161319732666016,31399,
13,,-17.68692398071289,31449,
13,,-12.526949882507324,31499,
,-15.985793113708496,,31500,
13,,,31499,-15.985793113708496
14,,-18.248157501220703,31549,
14,,-14.322853088378906,31599,
14,,-14.299850463867188,31649,
14,,-14.426623344421387,31699,
14,,-16.595067977905273,31749,
14,,-13.677717208862305,31799,
14,,-13.546304702758789,31849,
14,,-14.438270568847656,31899,
14,,-18.142112731933594,31949,
14,,-15.735346794128418,31999,
14,,-15.30224895477295,32049,
14,,-18.467323303222656,32099,
14,,-15.251571655273438,32149,
14,,-17.839380264282227,32199,
14,,-14.63221549987793,32249,
14,,-16.381628036499023,32299,
14,,-18.197219848632812,32349,
14,,-19.637468338012695,32399,
14,,-20.75587272644043,32449,
14,,-16.959484100341797,32499,
14,,-17.138896942138672,32549,
14,,-18.90231704711914,32599,
14,,-13.324518203735352,32649,
14,,-15.491584777832031,32699,
14,,-16.0855770111084,32749,
14,,-2.9003844261169434,32799,
14,,-17.103694915771484,32849,
14,,-19.037086486816406,32899,
14,,-16.19117546081543,32949,
14,,-18.77113151550293,32999,
14,,-16.20656394958496,33049,
14,,-4.760772705078125,33099,
14,,-18.11254119873047,33149,
14,,-13.865097045898438,33199,
14,,-13.826330184936523,33249,
14,,-16.828330993652344,33299,
14,,-18.934864044189453,33349,
14,,-12.576800346374512,33399,
14,,-16.918148040771484,33449,
14,,-16.20296287536621,33499,
14,,-17.149639129638672,33549,
14,,-20.944469451904297,33599,
14,,-15.71726131439209,33649,
14,,-17.576492309570312,33699,
14,,-16.838294982910156,33749,
,-14.825095176696777,,33750,
14,,,33749,-14.825095176696777
15,,-20.70940589904785,33799,
15,,-15.437400817871094,33849,
15,,-11.0722074508667,33899,
15,,-20.98150634765625,33949,
15,,-16.462060928344727,33999,
15,,-14.74249267578125,34049,
15,,-15.173140525817871,34099,
15,,-14.81532096862793,34149,
15,,-15.067683219909668,34199,
15,,-20.548248291015625,34249,
15,,-13.304553031921387,34299,
15,,-18.981008529663086,34349,
15,,-15.63074779510498,34399,
15,,-15.993369102478027,34449,
15,,-16.400907516479492,34499,
15,,-14.111642837524414,34549,
15,,-17.313865661621094,34599,
15,,-20.03597640991211,34649,
15,,-16.160385131835938,34699,
15,,-19.163227081298828,34749,
15,,-18.62236785888672,34799,
15,,-20.205059051513672,34849,
15,,-24.34674644470215,34899,
15,,-13.058210372924805,34949,
15,,-16.63715171813965,34999,
15,,-15.370723724365234,35049,
15,,-12.431045532226562,35099,
15,,-13.88079833984375,35149,
15,,-16.983875274658203,35199,
15,,-17.48629379272461,35249,
15,,-14.239462852478027,35299,
15,,-18.779882431030273,35349,
15,,-16.77623748779297,35399,
15,,-15.364084243774414,35449,
15,,-14.366094589233398,35499,
15,,-15.684981346130371,35549,
15,,-19.07935333251953,35599,
15,,-15.412066459655762,35649,
15,,-14.78042984008789,35699,
15,,-15.852100372314453,35749,
15,,-16.626373291015625,35799,
15,,-17.19147300720215,35849,
15,,-17.03995132446289,35899,
15,,-17.916059494018555,35949,
15,,-13.798810958862305,35999,
,-16.128414154052734,,36000,
15,,,35999,-16.128414154052734
16,,-22.246524810791016,36049,
16,,-13.28699016571045,36099,
16,,-15.419279098510742,36149,
16,,-14.814748764038086,36199,
16,,-15.658239364624023,36249,
16,,-16.04231071472168,36299,
16,,-17.874847412109375,36349,
16,,-17.0734920501709,36399,
16,,-18.450944900512695,36449,
16,,-14.10412883758545,36499,
16,,-18.622846603393555,36549,
16,,-18.144569396972656,36599,
16,,-15.372552871704102,36649,
16,,-16.870025634765625,36699,
16,,-12.64960765838623,36749,
16,,-15.303516387939453,36799,
16,,-17.944210052490234,36849,
16,,-16.86400604248047,36899,
16,,-16.254535675048828,36949,
16,,-16.431150436401367,36999,
16,,-19.560871124267578,37049,
16,,-16.01188850402832,37099,
16,,-17.85190200805664,37149,
16,,-19.17208480834961,37199,
16,,-17.90076446533203,37249,
16,,-13.311309814453125,37299,
16,,-13.706259727478027,37349,
16,,-14.829203605651855,37399,
16,,-15.236228942871094,37449,
16,,-18.765710830688477,37499,
16,,-16.052833557128906,37549,
